D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_242.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_242.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_242.jpg,0,1,0,12.8561
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_331.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_331.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_331.jpg,-0.2,1,0,13.62017
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_422.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_422.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_422.jpg,-0.45,1,0,14.61214
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_489.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_489.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_489.jpg,0,1,0,15.49143
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_583.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_583.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_583.jpg,-0.25,1,0,16.61777
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_650.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_650.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_650.jpg,-0.45,1,0,17.37778
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_764.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_764.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_764.jpg,0,1,0,18.37299
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_858.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_858.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_858.jpg,-0.25,1,0,19.38303
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_56_946.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_56_946.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_56_946.jpg,-0.45,1,0,20.12302
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_041.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_041.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_041.jpg,0,1,0,21.11943
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_134.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_134.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_134.jpg,-0.25,1,0,22.08071
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_200.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_200.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_200.jpg,-0.4,1,0,22.63656
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_303.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_303.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_303.jpg,0,1,0,23.59021
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_392.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_392.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_392.jpg,0,1,0,24.56257
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_494.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_494.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_494.jpg,-0.25,1,0,25.49786
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_589.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_589.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_589.jpg,0,1,0,26.25587
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_662.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_662.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_662.jpg,0,1,0,27.01116
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_753.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_753.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_753.jpg,-0.25,1,0,27.92012
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_854.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_854.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_854.jpg,0,1,0,28.84305
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_57_941.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_57_941.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_57_941.jpg,-0.2,1,0,29.56543
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_038.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_038.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_038.jpg,-0.45,1,0,30.15432
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_108.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_108.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_108.jpg,0,1,0,30.18806
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_214.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_214.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_214.jpg,-0.25,1,0,30.1805
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_303.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_303.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_303.jpg,-0.45,1,0,30.1568
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_370.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_370.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_370.jpg,-0.6500001,1,0,30.13121
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_472.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_472.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_472.jpg,-0.9000002,1,0,30.10349
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_684.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_684.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_684.jpg,0,1,0,30.18877
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_58_974.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_58_974.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_58_974.jpg,0,1,0,30.19037
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_086.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_086.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_086.jpg,0,1,0,30.19033
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_181.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_181.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_181.jpg,0,1,0,30.19028
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_267.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_267.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_267.jpg,0,1,0,30.19031
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_356.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_356.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_356.jpg,0,1,0,30.19029
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_446.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_446.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_446.jpg,0,1,0,30.19026
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_551.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_551.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_551.jpg,0.25,1,0,30.1748
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_653.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_653.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_653.jpg,0,1,0,30.19012
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_726.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_726.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_726.jpg,0,0.7884973,0,30.1427
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_49_59_837.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_49_59_837.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_49_59_837.jpg,-0.3,1,0,30.16841
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_008.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_008.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_008.jpg,-0.7,1,0,30.12054
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_071.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_071.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_071.jpg,-0.9000002,1,0,30.10096
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_194.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_194.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_194.jpg,-1,1,0,30.10804
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_321.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_321.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_321.jpg,0,1,0,30.17584
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_467.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_467.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_467.jpg,-0.35,1,0,30.17266
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_586.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_586.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_586.jpg,0,1,0,30.15128
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_694.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_694.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_694.jpg,0,1,0,29.92572
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_767.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_767.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_767.jpg,0,1,0,29.86037
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_888.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_888.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_888.jpg,0,1,0,30.10689
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_00_983.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_00_983.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_00_983.jpg,0,1,0,29.36804
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_073.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_073.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_073.jpg,0,1,0,29.40755
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_129.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_129.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_129.jpg,0.25,1,0,28.1588
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_260.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_260.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_260.jpg,0.45,1,0,28.37668
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_352.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_352.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_352.jpg,0,1,0,29.66063
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_434.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_434.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_434.jpg,0,0.7259428,0,29.80591
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_536.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_536.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_536.jpg,0,0.464827,0,30.44013
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_656.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_656.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_656.jpg,0,0.1690636,0,30.12698
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_704.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_704.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_704.jpg,0,0,0,29.68351
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_834.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_834.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_834.jpg,0,0,0,29.22529
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_01_986.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_01_986.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_01_986.jpg,0,0,0,28.80198
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_082.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_082.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_082.jpg,0,0,0,28.51127
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_176.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_176.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_176.jpg,0,0,0,28.2308
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_266.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_266.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_266.jpg,0,0,0,28.00391
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_360.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_360.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_360.jpg,0,0,0,27.723
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_452.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_452.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_452.jpg,0,0,0,27.44471
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_549.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_549.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_549.jpg,0,0,0,27.16916
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_648.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_648.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_648.jpg,0,0,0,26.95069
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_748.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_748.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_748.jpg,0,0,0,26.62629
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_850.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_850.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_850.jpg,0,0,0,26.35894
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_02_938.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_02_938.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_02_938.jpg,0,0,0,26.147
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_025.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_025.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_025.jpg,0,0,0,25.93676
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_118.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_118.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_118.jpg,0,0,0,25.67634
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_211.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_211.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_211.jpg,0,0,0,25.41854
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_305.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_305.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_305.jpg,0,0,0,25.21416
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_401.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_401.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_401.jpg,0,0,0,24.961
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_506.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_506.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_506.jpg,0,0,0,24.71038
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_581.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_581.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_581.jpg,0,0,0,24.51171
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_715.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_715.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_715.jpg,0,0,0,24.16785
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_03_873.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_03_873.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_03_873.jpg,0,0,0,23.78078
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_04_019.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_04_019.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_04_019.jpg,0,0,0.4157766,21.70146
D:\projet(self_driving_car)\IMG\center_2019_12_29_23_50_04_163.jpg,D:\projet(self_driving_car)\IMG\left_2019_12_29_23_50_04_163.jpg,D:\projet(self_driving_car)\IMG\right_2019_12_29_23_50_04_163.jpg,0,0,0.8095731,19.70407
